产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
243738148,香雪腾翔,118g,"数量：5*价格：7.85,数量：10*价格：7.75",2025-06-19,20,192,7.85,2037
271350100,东莞扬康,118g,数量：5*价格：7.89,2025-06-13,5,2,7.89,10
258891788,广州好易康,118g,数量：10*价格：7.99,2025-06-11,100,48,7.99,715
265040947,泰飞药械,118g,数量：5*价格：8.8,2025-06-13,50,6,8.8,130
260003351,洁玲,118g,数量：6*价格：7.98,2025-06-19,6,15,7.98,90
233297302,红马医械,118g/盒,数量：5*价格：11.59,2025-06-19,471,31,11.59,177
235351258,东莞扬康,118g,数量：5*价格：7.99,2025-06-13,5,98,7.99,505
269642686,佛山宝芝林,118g,数量：10*价格：7.99,2025-06-11,100,1,7.99,10
243694593,广东森锐,118g,数量：10*价格：8.88,2025-06-19,120,3,8.88,40
215678305,广东森锐,118g,数量：10*价格：8.88,2025-06-19,1000,3,8.88,40
236555428,洁玲,118g/盒,数量：6*价格：8.2,2025-06-19,1000,6,8.2,44
234588240,山东零采医疗器械,118g/盒,数量：5*价格：11.59,2025-06-19,488,19,11.59,129
233298239,红马医械,118g/盒,数量：5*价格：11.59,2025-06-19,471,5,11.59,21
179723552,七三久,118g,"数量：1*价格：12.5,数量：10*价格：9.3",2025-04-03,1506,59,12.5,1152
236583855,广东康城,118g,"数量：20*价格：2.6,数量：60*价格：2.45",2025-06-01,99960,1,2.6,20
262441952,洁玲,118g,数量：6*价格：7.98,2025-06-19,7428,0,7.98,0
272192433,广州好易康,118g,数量：10*价格：7.99,2025-06-11,100,0,7.99,0
272064848,佛山宝芝林,118g,数量：10*价格：7.99,2025-06-11,100,0,7.99,0
272058375,佛山宝芝林,118g,数量：10*价格：7.99,2025-06-11,100,0,7.99,0
270507982,洁玲,118g,"数量：6*价格：8.23,数量：30*价格：8.15",2025-06-19,1000,0,8.23,0
236346687,洁玲,118g,"数量：6*价格：8.26,数量：12*价格：8.18,数量：20*价格：8.0",2025-06-19,1000,224,8.26,3200
196253515,洁玲,118g,"数量：6*价格：8.26,数量：12*价格：8.18,数量：20*价格：8.0",2025-06-19,1000,0,8.26,0
196253514,洁玲,118g,"数量：6*价格：8.26,数量：12*价格：8.18,数量：20*价格：8.0",2025-06-19,1000,0,8.26,0
271715005,湖南德康堂,118g,"数量：6*价格：8.28,数量：12*价格：8.18,数量：20*价格：8.0",2024-09-14,500,0,8.28,0
263163305,湖南德康堂,118g,"数量：6*价格：8.28,数量：12*价格：8.18,数量：20*价格：8.0",2024-09-14,500,0,8.28,0
195117013,湖南德康堂,118g,"数量：6*价格：8.28,数量：20*价格：8.18,数量：30*价格：8.0",2025-04-11,500,32,8.28,375
250074956,仁美健康,118g,"数量：5*价格：8.3,数量：10*价格：8.2,数量：15*价格：8.12",2025-06-11,2000,0,8.3,0
270110463,药店品种预约中心,118g,"数量：10*价格：8.5,数量：20*价格：8.4,数量：30*价格：8.3,数量：50*价格：8.18",2025-06-13,240,0,8.5,0
272148164,泰飞药械,118g,数量：5*价格：8.8,2025-06-13,1000,0,8.8,0
270575541,德润堂,118g,数量：6*价格：8.8,2025-04-11,1874,0,8.8,0
270432608,养生阁,118g,"数量：8*价格：8.8,数量：20*价格：8.6",2025-06-19,100,0,8.8,0
265040833,泰飞药械,118g,数量：5*价格：8.8,2025-06-13,50,0,8.8,0
260544512,德润堂,118g,数量：6*价格：8.8,2025-04-11,1874,1,8.8,6
260149935,壹川,118g,数量：10*价格：8.8,2025-06-19,600,2,8.8,50
202061507,佛山海宏,118g,数量：10*价格：8.8,2025-06-11,500,3,8.8,40
272226162,广东森锐,118g,数量：21*价格：8.82,2025-06-19,1726,0,8.82,0
260175451,广东森锐,118g,数量：10*价格：8.85,2025-06-19,100,0,8.85,0
272506229,东莞康洁,118g,数量：10*价格：8.88,2025-06-19,120,0,8.88,0
262737768,壹川,118g,数量：10*价格：8.88,2025-06-19,360,0,8.88,0
213553391,东莞康洁,118g,数量：10*价格：8.88,2025-06-19,240,24,8.88,251
213318406,东莞康洁,118g,数量：10*价格：8.88,2025-06-19,120,1,8.88,10
210305141,壹川,118g,数量：10*价格：8.88,2025-06-19,600,3,8.88,30
255448266,养正坊,118g,数量：1*价格：8.89,2025-06-13,1,1,8.89,1
271081150,壹品康,118g,数量：10*价格：8.9,2025-06-11,200,0,8.9,0
258689039,壹品康,118g,数量：10*价格：8.9,2025-06-11,200,0,8.9,0
272433337,广东森锐,118g,数量：10*价格：8.99,2025-06-19,200,0,8.99,0
272422609,叶丰源,118g,数量：10*价格：8.99,2025-06-19,200,0,8.99,0
272347348,叶丰源,118g,数量：10*价格：8.99,2025-06-19,1726,0,8.99,0
223957573,叶丰源,118g,数量：10*价格：8.99,2025-06-19,1726,0,8.99,0
223956623,叶丰源,118g,数量：10*价格：8.99,2025-06-19,1726,0,8.99,0
212193034,广东森锐,118g,数量：10*价格：8.99,2025-06-19,1725,1,8.99,5
269796308,养正坊,118g,"数量：10*价格：9.19,数量：20*价格：9.12,数量：30*价格：9.05",2025-06-13,240,0,9.19,0
272437034,广东森锐,118g,数量：10*价格：9.21,2025-06-19,30,0,9.21,0
260451681,维康堂生物,118g,数量：8*价格：9.4,2025-01-01,120,0,9.4,0
271927824,东莞康洁,118g,"数量：5*价格：9.5,数量：10*价格：8.8",2025-06-19,120,0,9.5,0
263088322,广东森锐,118g,"数量：5*价格：9.5,数量：10*价格：8.8",2025-06-19,120,0,9.5,0
237047343,养生阁,118g,数量：8*价格：9.5,2025-06-19,1171,22,9.5,446
225233114,东莞康洁,118g,"数量：5*价格：9.5,数量：10*价格：8.8",2025-06-19,120,20,9.5,265
272437040,叶丰源,118g,数量：10*价格：9.75,2025-06-19,30,0,9.75,0
271840452,佛山诺康,118g,数量：6*价格：9.8,2025-06-18,1000,0,9.8,0
